Teks,Prediksi Sentimen
kecewa transaksi aman kali nau transfer pemberitahuan suruh atur jam atur jam hpku kesal saat urgen pakai,Negatif
transaksisaya nyaman pakai aplikasi birucepatloadingnya cepatnggak warna kuningintinya nyaman pakai birudan harap ubah apliksi,Negatif
repot menginstall logo kuning bolak kali hasil ubah mesti mudah repot suli pilih logo biru mohon paksa pakai sulit,Negatif
aplikasi alami mundur spt nya tampil riweh bikin bingung susah loadingnya,Negatif
minta update ya makan kapasitas hp,Negatif
transfer ribet banget daftar nama muncul daftar kontak telepon mending livin biru simple tau lebih livin kuning sama livin pindah aplikasi ya kalo update aplikasi livin biru,Negatif
upgrade warna biru mudah upgrade warna kuning ribet upgrade sms premiun kirim kode,Negatif
tolong kembali tampil livin versi tampil baru rame bingung fitur pakai mudah tampil guna anak muda tua susah tampil menu ribet kacau terima kasih,Negatif
simple aplikasi tampil rame menu utama pusing banyak tampil buka aplikasi hindar iklan program iklan tampil utama menuhi tampil,Negatif
livin upgrade sih upgrade sulit handphone memori,Negatif
tolong baik aplikasi login update screen shutdown crash,Negatif
aplikasi bagus fitur layan beda sistem transaksi suka lola untuj trasaksipun enak nyaman plus nyaman aman bagus aplikasi sbelumnya,Negatif
aplikasi kacau transaksi atur jam otomatis atur hape otomatis aneh aplikasi nya mudah ribet tolong benerin bug nya aplikasi transaksi,Negatif
perangkat dukung android,Negatif
bintangya turun aplikasi ribet instal livin suruh cabang dekat verivikasi,Negatif
download pas konfirmasi wajah nge hang zzz,Negatif
login layan tersediadatang kantor cabang suruh cek berkalasudah bulan,Negatif
aplikasi error untung transaksi ganggu muncul layar tutup aplikasi tunggu aplikasi guna nyaman,Negatif
habis update aplikasi keren fiturfitur lengkap banding pas masuk lot kartu debit email tunggu tanggal oktober minggu bintang nya tahan kalo kasih,Negatif
mandiri online model goldbyk error nya kadang pulsa adapaketan siapgk openloading trusperasaan mending model mandiri online bluegk pernh errorsistem nya tolong perbaikiagar nasabah nyaman,Negatif
data imformasi lambat kadang bingung nasabah coba baik uang masuk darimana mana tambah dipoyong uang pakai cepat informasi inci terimakasih coba upgrade eh ganggu aplikasi nyaman nasabah,Negatif
niat download apk livin mudah transaksi macam banyak update bikin pusing unduh updatenya,Negatif
aplikasi bagus mudah manfaat terimakasih,Negatif
tolong bank mandiri aplikasi livin ringan kayak update update suka lag lot bug guna bank mandiri luas fitur hapus kayak fitur sekuritas butuh update hp guna livin support tolong update depan baik ringan aplikasi,Negatif
bantu ter bantu,Negatif
bantu transaksi,Negatif
aplikasi livin masuk aplikasiterkeluar sendirisudah download kali kali masuk aplikasi nya,Negatif
transaksi jam lambat,Positif
alhamdulillah mandiri maju terbit aplikasi livin urus transaksi mudah bantu sayang nya semenjak update barusan pakai aplikasi nya bilang hp sistem operasi resmi pakai hp nya lancar lancar tolong bantu ya fix bug nya,Negatif
fungsi efektifitas bantu hubung aplikasi butuh error aplikasi uras baterai hp hp panas moga bantu atas terima kasih,Negatif
susah banget login ganti jaring kali kalo baik service aplikasi keluar aplikasi ya bikin susah orang telat bayar spp internet gara masuk clear chace kali coba bintang bagus,Negatif
ribet banget daftar ulang input no kartu tanggal lahir kirim sms verifikasi nya kantor mandiri betulin update kuning langsung login tinggal input user name password verifikasi,Negatif
pas topup shopeepay gagal ya transaksi sukses transaksi kali kali coba gagal transaksi minggu gagal topup mohon solusi,Positif
kak login update kolom isi pasword merespon tolong baik,Negatif
tolong lupa sandi pasword solusi nya daftar ulang masuk jugo,Negatif
aplikasi jelek cari multipayment bingung lot berat bayar virtual account ribet sih orange mudah gampang aplikasi buruk,Negatif
lot sebal,Negatif
erti buka aplikasi login nya ampun muternya lamaaaaaa banget kalo tf apa nya cepat ya baik,Negatif
buka aplikasi error mulu sinyal bagus hubung via dm ig ganemu solusi disuru cek jaring payah,Negatif
bagus living lot banget transaksi bayar kartu kredit lengkap bcabri mending pakai lamabanyak fitur kerja,Negatif
ganggu mulu anjingggg gua ngambil duit makan jam malam susah nya ampun sih pelihara perangkat jam monyet,Negatif
semenjak baharu aplikasi livin biru kuning jelek banget top up saldo ovo gopay shopeepay bayar scan tulis nya transaksi gagal ya mohon baik aplikasi nya ya mandiri,Negatif
assalamualaikumbpkibu livin mandiri kuning uninstal instal hp bolak foto ulang pasword ituapa ganggu livin mandiri kuningnyamohon bantu,Negatif
simpan no rek trnasfer penuh menu transfer atur hapus no rek hasil hubung kali transfer menginput no manual konsultasi cs bank solusi,Negatif
jam jam baik aplikasi nyaman pakai nya beda bank ready jam aplikasi tolong baik guna puas transaksi malam,Negatif
aplikasi susah susah log erti maksud semalem login capek,Negatif
habis update tampil user friendly tolong kembali tampil sederhana iklan aplikasi berat hp lag login nyaman,Negatif
aplikasi ui mudah paham simple fitur multipaymentnya tinggal search transfer bank lain daftarin proses cepat livin kuning mudah simple,Negatif
kak registrasi livin ya login pas masuk tanggal lahir tulis download atm nya,Negatif
bikin apk niat dikit error sukses,Negatif
mandiri transaksi ya baik maintenance mohon bantu,Negatif
potong riwayat potong ya potong ya cuman rp aneh riwayat potong malam tiba langsung kurang riwayat potong uang,Negatif
guna lancar ui ux enak quick pick nya kepake banget transaksi error wallet connect nomor hp nya,Negatif
jujur suka aplikasi ubah tuntut sesuai menu ubah isi e wallet masuk menu top up saran maintenance jam sibuk mending malam keep up the good work,Negatif
aplikasi jelek cek saldo masuk,Negatif
sebentar update aplikasi fiturnya ubah fikir fitur tks,Negatif
pusiing ya update melulu gilir diupdate masalah instal ulang berepa kali instalpun ribet ya biru,Negatif
makan memorisampe kalilipat livin birucuman tambah fitur sajaakses fingerprint klik tombol login dulubeda biru langsung pakai fingerprintkesimpulannya livin kuning livin biruhabis update oktober top up dana shopeepay batas maksimal,Negatif
hp kartu hilang buat livin susah tolong updet mudah sistem nya,Negatif
transfer top up bayar suruh atur jam otomatis atur deh otomatis auto debet lancar kecewa,Negatif
terkadang buka livin stuck logo doang masuk force close apk nya masuk mohon baik device samsung a,Negatif
ribet bayar bayar aplikasi beda tinggal ketik nama ketemu menu spesifik ribet tolong balikin kayak versi,Negatif
android buka apk gaji masuk rekening baharu buka,Negatif
ya transaksi isi pulsa token transfer no nya ng simpan otomatis iya isi pulsa token n transfer tulis suruh update makan memori bagus livin transaksi no nya otomatis simpan,Negatif
mindari kemarin topup sopipay pas pasuk pin ketik angkanyacpet benerin,Negatif
aplikasi parah banget upgrade transaksi atur jam atur restart hp kali kali jengkel uninstall butuh install parah kepake gagal password trstlg baik,Negatif
ganti hape instal livin verifikasi sms hasil kode otp otomatis isi muncul tulis fitur sedia uninstall kali hasil,Negatif
livin fungsi pasuk password bilang salah kali salah auto logout pas log deh hati login suruh registrasi tambah atm masuk nomor registrasi tera tapiiii detik hasil,Negatif
instal kirim kode verifikasi kali kirim jarang bagus pulsa apasih nya kali ganti aplikasi sih nyaman pakai logo biru ganti logo kuning bagus jelek orang susah hmmmm,Negatif
alih apk ngeribetin apk livin mandiri biru lancar kendala apk bagus buruk ngabisin pulsa doang pas bikin pin gagal mulu suruh bikin pasword bikin pasword terang coba besok xjam,Negatif
suruh updatetapi masuk playstore update warning data baru perangkat aplikasi fungsi perangkat gajee,Negatif
pakai livin bantu update tunggu terinstal malas buka livin,Negatif
fiturnya kalah versi biru integrasi livin biru transfer daftar livin biru livin biru tutup beda bank belah aplikasi sistem paralel,Negatif
update hadehhh isi token listrik nih urgent memory ku kosong loh notif simpan penuh notifnya menginstal livin coba fungsi lihat baik,Negatif
daftar saldo sengaja ter uninstal didownload suruh akun masuk akun daftar tolong baik masuk akun mandiri akun livin hp kartu kredit inti masuk ulang akun livin daftar solusi mending pakai brimo,Negatif
livin ganggu buka pemberitahuan hubung ecek inisilahkan coba legi begituapakah maintenance,Negatif
kecewa aplikasi banking mandiri living negeri jaring hp kartu suka ng signal pasword masuk aplikasi blocked gara salah pasuk pasword kode verifikasi kirim gmail no hp ribet sesimple bank rencana pulang tarik ganti bank dissapointed,Negatif
kali verifikasi sms status hasil verifikasi pulsa potong kali pas buka app livin respon hasil verif support android,Negatif
aplikasi guna mudah guna baik akses sempurna transaksi sistem digitalisasi,Negatif
proses ganti nomer ribet makan tolong baik enak kalo ganti nomer,Negatif
livin kalo jam jam ganggu pelihara rutin ganggu sistem tolong depan ganggu nasabah transaksi online,Negatif
aplikasi nya error sih kalo top up nya gampang ribet nya sigap langsung baik malam baik nyata nya error,Negatif
app super duper aneh daftar livin kuning aneh alas pakai kartu halo paket daftar laut,Negatif
ya mendownload aplikasi livin kantor cabang terimakasih,Negatif
bagus bantu aplikasi livin kendala nya buka aplikasi livin kecewa butuh baik kendala aplikasi bagus tawar aplikasi mobile aplikasi tawar kendala customer kecewa terimakasih moga selesai kendala,Negatif
eror kalo tingkat kinerjan nya biar nyaman pakai,Negatif
pakai transfer muncul tulis peringatansilahkan atur ulang settingan hp sesuai sedia jaring kali kali setting kemarin kantor mandiri,Negatif
verifikasi wajah gagal tolong baik sulit transaksi livin kalo kayak,Negatif
halo kasaya guna livin lamasekarang aplikasi livin awal inisaya trasaksi aplikasi initolong bantuannyatks,Negatif
kemarin jempol bengkak buka mbanking pas mencet password eh salah suruh ganti password kartu atm nya hilang buku rekening pas bikin rekening kasih rekening livin by mandiri nih,Negatif
bagus kecuali sistem bayar via va virtual account tolong mudah mbca nasabah baca livin fitur nya lengkap mbca mudah,Negatif
aplikasi selesai akun pas buka proses akun deh ulang tahap selesaitolong perbaikipercuma livin kalo loginbikin password sukses,Negatif
semenjak ganti logo kuningsulit transaksi salah mebuka password veripikasi lgtp veripikasih suruh coba password tersimpangmna bagus logo birusirplease baik bagus,Negatif
kecewa login bilang data sesuai padal login nyadan selesai bayar pakai qr saldo potong bayar berhasilgagal parah mohon baik update livin susah login,Negatif
tolong baik pas bayar listrik suruh login pakai pasword lupa pw nya biometrik nonaktif ngisi data lengkap lupa pw kode otp nya masuk berkalikali coba sms nya login kayak,Negatif
error livin error kalo nasabah susah transaksi,Negatif
topup ewallet beli pulsa bayar gaperlu repot sekarangg gampang banget buka rekening repot bank online aplikasi bantu banget user friendly,Negatif
tampil fitur nya mudah intip saldo nya akses cepat edit nama daftar rekening ya buat menu manage daftar rekening transfer tuju transaksi tks,Negatif
guna livin by mandiri pulsa potong login pas ganti password password gilir login pakai password bilang salah login bolak verifikasi nomer kartu niat mbanking buang pulsa,Negatif
hari tf aplikasi tolong perhati mikir ganggu tolong bantu mudah baik rate nya ku ubah,Negatif
livin sih ah tf semalem tunggu error jaring bagus kali update apk hapus cache data refresh handphone tunggu malam nyaman pakai livin jelassssssss,Negatif
kalo log out susah masuk gagal data sesuai pulsa cukup,Negatif
aplikasi bagus transaksi lancar fiturfiturnya bantu kendala alih aplikasi livin biru livin kuning,Negatif
masuk notif jaga aman akun app kenal kontrol hp jarak hapus app kenal dll app livin,Negatif
login filtur layar handphone dukung tolong baik akun ambil duit,Negatif
aplikasi update error transaksi februari update masuk pin eksekusi suruh tinggal halaman coba suruh cocok jam hp aneh,Negatif
aplikasi sih minmemori makan gede update saban waktugak ubah nya kalo update baik sistem systemsebelumnya topup malam pagigk,Negatif
aplikasi erortransfer saldo masuk baca saldo livin tulis nol rupiahperbaiki tingkat layan livin mobilenya pakai aplikasinasabah puas senangterimakasih,Negatif
ya tabung deposito nya pencet tulis tekan tampil tekan saldo rp error isi saldo ya kalo saldo rp aman lihat tabung deposito nya,Negatif
isi shopeepay terkadang isi gopay alfaindomart topup mbankingtolong baik sistem mudah ribet sungguh suka biru kuning sistem kuning stabil biru non aktif,Negatif
alami kendala transfer saldo shopee rekening mandiri kirim rp transaksi gagal saldo potong harap tingkat sistem transaksi jadi ulang mohon kembali dana terima kasih,Negatif
mending biru sih pakai kuning bagus biru kuning banget ganggu knapa buka bagus jelek kualitas nya tolong baik guna kecewa kalo,Negatif
aplikasi buka kecuali hp direstart buka itu kali kali buka aplikasi tambah tarik tunai masuk pin proses muncul notifikasi atur jam otomatis settingan hp otomatis,Negatif
habis tranfersusah save rekening tuju kali transfer masuk manual kadang save keteranganya kontak pas cari bagus aplikasi,Negatif
transaksi top up emoney marketplace update saldo pakai aplikasi gagal proses update sleep screen hapenya aplikasi biru detik update saldo tolong baik susah,Negatif
ya notifikasi livin iklan tau info bah banyak kalo minimal notifikasi ngelag hp hapus notifikasi terima kasih,Negatif
orang bilang error error rasa oke ya tuuhh cek jaring nya masalah livin depan nya puas nasabah mandiri utama terima kasih,Negatif
kemarin dsuruh update update tau diupdate aplikasi eror paksa update aplikasi dpakai muncul tulis aplikasi malware hp aman nonaktif aksesibilitas solusi butuh cepat,Negatif
update versi baru kalaur aplikasi pas buka jengkel kebutr susah buka aplikasi livin terus,Negatif
trouble saldo terang nya muat ulang coba susaah transaksi niat pakai livin mudah transaksi kalo kendala guna,Negatif
masuk fitur aplikasi livin harus updatesetela usaha mengupdate ulang kali bisagagal koneksi internet ruang simpan telpon todak longgar internet lancar,Negatif
aplikasi jelek tampil kaku pakai enak ikon biru top up gagal kalo pakai ikon biru lancar pokok nyaman deh pakai tingkat ya biar nasabah nyaman guna,Negatif
livin kuning jelek banget butuh darurat login tulis hasil hubung sila coba hari coba banget trouble aneh bank gede pakai aplikasi jelek biru lancar gilir pakai playstore deh,Negatif
apk performa ya unggul apk shrus ya kalo apk livin by mandiri biru ganti barukuning bagus kecewa login verifikasi nomor hp susah pulsa habis tolong apk livin by mandiri sempurna performa nya apk ganti buruk,Negatif
suka aplikasi nya hp lawas android suka terhentiforce close ganti hp deh kena aplikasi nya hp jadul hehehe,Negatif
update kacau eeee mending update kalo ribet suruh atur otomatis setel hp otomatis atur ribet banget,Negatif
bayar qris transaksi gagal coba kali gagal eh sedot pas lihat riwayat transaksi tolol banget benerin apknya,Negatif
aih aman makek mandiri saldo ku kurang tf potong resi bukti transaksi tf bank lainkyk,Negatif
berturutturut buka gagal masuk tulis fitur sedia pulsa nomor hp aktif banget maintenance nya,Negatif
mohon cek ya mandiri terhomat sebenrnya mudah pakai mbanking kadang livin versi suka error alam tf status hasil saldo potong sih proses staff perban makan lumayan,Negatif
bantu banget pokok uang kayak nyimpennabungtransferpembayaran pulsatoken dll banget aplikasi efisien terkadang suka erorr normal telah,Negatif
hasil hubung troosss gara mandiri ingat hasil hubung bayar makan jelek servernya,Negatif
login wajahhapuskan login wajah wajah orang ubah,Negatif
kesini sih kalo buru buru buka aplikasi nya screen livin tanda loading sekalipadahal sinyal buka aplikasi lancar,Negatif
updatelivin bukainfo nya suruh mati sistem bagi layarshare screenmaksud nya ya,Negatif
atm hilang proses jlimeett jam serba digital bikin lapor hilang polisi ok kalo jaman,Negatif
apk bantu suka pakai transaksi non tunaikayak transfer bayar butuh top up bantu tinggal klik beres updatesekarang update ulangpadahal suka banget aplikasi mudah transaksi,Negatif
jelek gara livin ganggu bayar pajak kendara signal paksa pergi pulang provinsi bayar pajak pkb harus nya online kecewa percaya bayar bank mandiri bank nya,Negatif
aplikasi livin update buka aplikasi telpon mandiri suruh restart solusi jaring internet alhasil transaksi pakai livin mesti restart hp repot,Negatif
parah bagitu verifikasi wajah jamin teknologi mandiri nya sempurna jaring internet salah,Negatif
keren sih buka rekening rumah kadang lumayan ganggu transaksi save rekening tuju otomatis simpan riwayat rekening transaksi mohon baik nyaman,Negatif
gilir butuh elor aneh butuh elor livin busuk coba gilir butuh bagus,Negatif
install aplikasi livin mandiri versi versi warna biru hapus coba kali install via playstore gagal jaring wifi data seluler muter tunda mohon kece error install udk hp android versi,Negatif
aplikasi buruk banget update gilir diupdate ngehapus apps memori muat eh ngehapus aplikasi bikin emosiiii,Negatif
bagus manfaat terimakasih livin by mandiri,Negatif
mohon bantu mudah proses login sanagat kesal melakunkan transaksi memdadak apknya login beli paket data jaring tempat bagus,Negatif
habis suruh pindah mandiri kuning rekening login aplikasi biru kuning deh duit rekening sial verifikasi kirim sms pakai pulsa habis pulsa gagal login brengsek,Negatif
fitur bagus sayang kalo aplikasi nya blokir solusi nasabah,Negatif
kayak review bintang lai gagal tf suruh set otomatis set otomatis logout restart hp tf tolong kali ganggu nyaman transaksi,Negatif
tolong baik verifikasi wajah ulang kali coba gagal ikut saran anjur,Negatif
upgrade eeh top up shopee ubek search kolom cari ewallet kayak top up kayak sedia layan shopee nya top up pemberitahuan nomor nali whaattt asli enak logo biru mudah cepat bikin emosi kayak,Negatif
kontl apk bagus apk apk lebih nya tarik tunai atm kendala apk nya delay ganggu buka apk jaring kuat buka apk kayak apk simple praktis,Negatif
please deh update perangkat muat ulang aplikasi batas perangkat satusatunya media transaksi butuh darurat sekian kali kendala sulit aplikasi livin saat darurat butuh,Negatif
kalo tranfer muncul proses tidakbisa lanjut,Negatif
aplikasi rajin banget nyuruh update bentar bentar update eeee kalo malam hasil hubung malam ngeri msti atm malam ya kalo malam hasil hubung ya apk ngirimtransaksi malam malam urgent mohon baik ya nyaman aman nasabah terima kasih,Negatif
kemarin aplikasi buka aman aman kayak tolong baik,Negatif
baru aplikasi transaksi top upbayartranfer terusselalu gagal,Negatif
menu ajar minus size aplikasi berat kasihan rekan hp nya minim memori internal mbak bos update berat bos tks,Negatif
bintang deh tolong karakter kolom terang banyak karakter sedia terang no invoice marketing transaksi bayar via mobile banking thanks,Negatif
min aplikasi biru bagus no rekening transaksi simpan pasuk no rekening tolong update simpan otomatis no rekening tranfer,Negatif
transfer atur tanggal restart aplikasi kalo komplain tuh baik bengong kerja,Negatif
top up aplikasi shopeepay aplikasi mobile top up muncul tulis transaksi proses cek laku tagih limit top up akun e walet mohon solusi jelas booss,Positif
kesini sesal pakai aplikasi ribet kayak apk bank belah,Negatif
dulunya livin andal transaksi akhirakhir transaksi transferscan qris perintah tinggal halaman setting jam otomatissudah cs solusinyagimana nih,Negatif
mindahin apk hp susah ampun coba hp beda bilang baik suruh kantor cabang tolong develpernya memperbaikk aplikasi kecewa kelas mandiri aplikasi,Negatif
hatihati kasih ulas email masuk mengatasnamakan call centre mandiri email nya domain gmail data data pribadi ui nya sahabat menumenu pakai tekan cari menu akses log mudah transaksi contoh qris qris mudah bayar,Negatif
aplikasi kayak update lihat rekning batal nabung aplikasi,Negatif
paste nomor tuju rekening nominal kalo paste nomer invoice belanja iya ketik manual kayak jaman batu sih,Negatif
aplikasi susah orangmau transaksi bisakalo bintang nol kukasihsaldo tekan kelihatanlebih bagus app lamaaturan ganti app bagusbukan jelek iningebet banget jual app huff kecewa,Negatif
app bantu bagus depan inovatif,Negatif
mandiri transaksi transfer bank lainada mandiriada ganggu apalagisya nyaman kalo caranyatidak transaksi bankjgn reputasi turun ganggu,Negatif
tolong baik iya kartu login livin fitur sedia aneh banget,Negatif
buka aplikasi nya jaring bagus tf susah,Negatif
maaf bintang kasih dikit biar cepat respon instal hape pilih login rekening masuk nomor kartu kartu kirim kalo bayar angsur mobil buka rekening tolong bantu suapya login,Negatif
kecewa bagus biru giat transaksi gagal muncul hubung koneksi internet bagus bentuk tidak profesional an kecewa senang jasa swasta,Negatif
fitur oke saran tolong aplikasi compatable lindung bayar android old livin mandiri compatable lindung bayar android aman aplikasi livin jalan hp usernya,Negatif
aplikasi lot banget jam proses loading mulu transfer urgent halang aplikasi lot aplikasi mobile bank logo biru aman aman buka jaring masalah buka aplikasi lancar lancar buka aplikasi livin mandiri jam muter loading mulu tolong baik sistem,Negatif
bantu transfer top up bayar apa mudah pakai livin by mandiri baik nasabah nyaman transaksi,Negatif
apl ganggu jam jam pagi banget sih kali kali dana tingkat kerja aplikasi kirim impact baik guna,Negatif
kecewa top up dana gagal jaring barus tolong baik,Positif
busuk aplikasi buka eroor mulu,Negatif
gagal mulu aneh aplikasi gabagus instal ulang verifikasi wajah gagal ulang update ubah nih aplikasi,Negatif
trbantu livin brdonasi mana mudah,Negatif
knapa upgrade buruk kualiatas nyaini bank panjang login persulitlemot verifikasi wajah terhubungsampe pulsa habis banyakbukan nya untung nasabahmalah merugikankualitas nya banding bank lainmohon perbaikijgn cuman baca,Negatif
update agustus livin lelettolong min baik tambah aplikasi normal ajaterlali icon livin loginsebelum update agustus enak cat langsung masuk pakai pingerskrg lelet,Negatif
aplikasi ribetgk masuk alas layan sedia,Negatif
aplikasi livin bikin ribet ngerepotin update hp ram internal sih no problem ram nya kah susah nih aplikasi livin pesan nasabah aplikasi livin ribet,Negatif
maaf min nya kalo saldo hilang transaksi apa nominal saldo tera nominal saldo kurang takut depan mohon baik uleh sistem,Negatif
update susah loading terooozzzz pakai provider wifi pakai wifi loading hapus app nya download loading heemmm baru download update app hambat gara gara app tunda,Negatif
aplikasi mudah mula lansia buka rekening gambang cepat kantor top up e wallet mudah rumah mana fitur lengkap tarik tunai kartu mesin atm bayar tagih cepat rumah tampil tarik canggih,Negatif
tolong admin bayar tagih isi password stuck laman password terkadang perintah isi password terkadang ubah pengaruran jam otomatis ya stuck laman password berjamjam mohon baik,Negatif
login kelivin verivikasi muka hasil verifikasi gagal lapor mandiri tunggu minggu tim proses tanggal desember januari ubah nih,Negatif
hubung banding buka aplikasi jaring lancar kayak bug aplikasi mohon baik terima kasih,Negatif
aplikasi livin baik semenjak aplikasi transaksi uang mudah cepat efisien sistem arus masuk nya uang termanagemen jaya bank mandiri,Negatif
aplikasi bergunatiap transfer proses sila tinggal halaman kali banget kayak suruh setting jam ngeribetin,Negatif
lanjur transfer login aplikasi daftar login nasabah kartu debit sesal aplikasi,Negatif
upgrade hapus download hapus daftar login knapa livin jelek banget minggu daftar coba maintenance hadeh,Negatif
registrasi selesai masuk aplikasi muncul deh proses lanjut saran buka akses kartu diatm dekat hubung ulang proses registrasi ribet sih livin kuning,Negatif
aplikasi ruwett klik instal ngulang kali eh henti tulis instal bae buang kuota buang auto pakai,Negatif
saldo tahan kali lipat angsur telat kali angusran nominal tertahanya,Negatif
pas instal aplikasi hp masuk nomor kartu debet dll atm verifikasi atm verifikasi transaksi login mohon solusi,Negatif
lebih biru akses login finger responsif transaksi bulan mudah tinggal geser bi fast transfer biaya murah kurang biru save no rekening initial salah transfer nama cek no rek custom initial nama beda cepat transfer beda bank gagal butuh success nya no rekening kirim hidden depan tampi biar,Negatif
tolong adminnya bayar qris nya tolong kalo eror kasih pemberitahuan ya min tau systemnya eror tunggu warung makan cash,Negatif
livin ya bank transfer livin status livin dana masuk saldo nya tambah status transaksi nya tidaj transaksi masuk aneh saldo tambah pinjam potong potong ngerampok,Positif
aplikasi buruk banget transaksi sulit muncul transaksi lanjut suruh pindah app logo kuning buruk app logo biru susah transaksi,Negatif
bayar tagih telkom ya,Negatif
maksud auto debet pemberitahuan pemberitahuan jatuh tempo,Negatif
duh bikin pusing nih apl mudah bikin pusingjaringan wifi bagus loading unistal download bisapadahal pas butuh banget unt transaksitolong baik,Negatif
asa transaksi pelihara tulis isi pulsa dada isi data hilang lihat saldo saldo hilang aneh sih aplikasi,Negatif
susah aplikasi suruh update update bisaanda menginstal livin by mandiri tunggu instal pers update coba top up listrik tolong baik kecewa guna nya terima kasih,Negatif
livin verifikasi masuk aplikasi,Negatif
buka login aplikasi aplikasi macet,Negatif
tolong baik masuk akun livin tahap verifikasi wajah masuk coba ngulang minggu,Negatif
aplikasi sih tiba saldo kurang gue cek histori keluar saldo nya kurang tolong jelas,Negatif
cepat komplit aplikasi mantap moga lancar depan,Negatif
nyaman enak buka pasword ikut akhir proses pin hasil habis pulsa mudah sulit bikil kesal,Negatif
guna aplikasi kali fiturnya transfertransaksipulsatoken alhamdulillah lancar kendala resi mohon tambah min cetak hasil transaksi langsung aplikasi hubung print bluetooth print terima kasih,Negatif
tolong kirim uang pakai transfer aman update update transfer tolong baik nasabah nya nya normal kendala terimakasih,Negatif
sih livin ganti password blokir susah banget kali kali sms balesan aplikasi susah banget lot bagus jelek baik pulsa gue habis kirim sms kacau,Negatif
jelek lot suka parah bebera kali buka ket hasil hubung coba clear cahche hapus memoryhapus data verifikasi ulang ket hasil hubung pakai aplikasi kalah aplikasi bank auto uninstal,Negatif
oke sih tambah ebilling cc mudah tarik tunai kartu aneh tampil multipaymentnya beda livin seblmnya time limit singkat diam lupa close otomatis aplikasi langsung close log time limit,Negatif
bank mandiri cabang tebing lawang baik aplikasi livin masuk isi data beli materai ribu customer nya coba log nya livin buka menggangu,Negatif
knapa aplikasi login sidik jari pilih password kemarin aktif via sidik jari fitur sidik jari login transaksi susah woiiii kesal,Negatif
livin kuning simpan rekening transfer kalo biru otomatis simpan simpan bolak isi no rek transfer no rek bank error no rek baca pakai mandiri biru,Negatif
kendala atur otomatis jam komplain baik saldo minimum naik eror kalo darurat nya mah kalo orang butuh bantu transfer keburu mati duluan orang nya mbanking nya gunadiantara mobile banking lai livin milik keluh sih livin,Negatif
download livin tf lihat saldo tenang hehe btw livin kuning intip saldo sih cuman kendala sih baik moga lekas baik ya kasihan kawan kawan mandiri kendala,Negatif
mantap aplikasi siiip semnjak pakai livin mudah dimudhkan,Negatif
bangkai coba masuk aplikasi cekcok nyasandi salah sandi konfirmasi salah sandi aplikasi orang butuh sial saldo butuh bangkai,Negatif
aplikasi bagus tambah menu stop sms notifikasi habis pulsa terima sms telepon langsung bank mandiri milik bri stop apk brimo lebih badus,Negatif
plissss tolong baik transaksi pakai livin transaksi apapaun gagal transfer top up bayar ampun deh gagal tolong bantu baik,Negatif
diuninstal masuk buka rekening masuk livinsudah cabang cs mandiri hasil fitur sedia fitur nanti ya,Negatif
susah hubung tilisan hubung tolong dipermudahuntuk buka,Negatif
bagus mudah segalahnyaoh iya minmohon maafdisini bertanyakemarin aju pinjam livin payleater disetujuitp tarik uang butuhkoq ganti sumber dana nya ykan situ pilih sumber danadari tabung livin payleater transaksi pengambilantetep sumber dana tabung muncul biar pilih payleatermohon bantu min,Negatif
mbanking sebal maintenancenya orang yerjadi malam profesional,Negatif
komplit bintang fasilitas jual beli sbn aplikasi biar mudah nasabah investasi surat utang negara pasar sekunder cabang dekat jaman repot tunggu antri beli sbn,Negatif
pribadi suka app logo biru logo biru simple user friendly cari rekening daftar mudah menu nya mudah paham logo kuning depan tampil mudah transaksi user app berat jaring stabil logo biru lancar app nya terima kasih,Negatif
apk livin bantu joswalaupun akun livin login tingkat layan,Negatif
bikin emosi pas login apk eh bsaa loginuda ku hapus login ulang eh dsruh daftar ulangdan prhnya bsaa verifikasi wajahsangat aneh tholol trkhontoll khontoll,Negatif
aplikasiy diupdate susah banget kuota muter transaksiy simple atm atm gara aplikasiy diupdate tolong baik sistem,Negatif
login ganggu mohon periksa salah mana,Negatif
ganggu aplikasi livin berat guna handphone aplikasi livin aktif buka uras baterai cek guna baterai aplikasi livin notifikasi guna livin menit buka jam mohon baik,Negatif
payahsering ganggu banyak gaya interface bagusin kerja parah kalah saing interface koneksi akses terjaminganti developer nya bos profesional,Negatif
sih livin suka error tibatiba gilir pas dibutuhin error cek saldo lihat nomer rekening butuh top up transfer tunggu banget normal tolong baik customer nyaman,Negatif
paylater bayar cepat repot gaji tanggal tagih tanggal ya tau guna paylayer butuh saat tanggal tua app fiture butuh tempat sembunyi,Negatif
aplikasi nya error kah hp suruh nonaktif aksesbilitas non aktif aksesbilitas uninstal aplikasi uninstall instal ulang livin transaksi kalo aplikasi nya error update nya parah aplikasi nya kacau bos pindah bank nasabah kalo nasabah solusi nya nih admin nya,Negatif
stak masuk aplikasi urgent tolong baik kali telp kartu kredit mandiri prosedur nya bank milik mandiri telp nin nyaman jujur ganggu komplain mana kait,Negatif
kesini banget masaaa kartu blokir mulu salah pin salah pasword login januari blokir februari blokir kalo kondisi kota cabang mohon banget plis help nyaman,Negatif
app kuning kalo verifikasi wajah susah banget bank solusi suruh coba rumah ya kalo bank solutif blass warna biru verifikasi gampang tolong kasih alternatif log bulan akses mbanking gagal verif wajah cabang mandiri solusi suruh coba aplikasi kalo sulit nasabah,Negatif
